hub_id,anchor_id,anchor_city,lat,lon,region_code,T_j,B_j
H345,US_ID_POCATELLO,Pocatello,42.8713,-112.44553,NAM,0,480
H346,FR_75_POITIERS,Poitiers,46.58261,0.34348,EMEA,1,280
H347,US_FL_PORT_SAINT_LUCIE,Port Saint Lucie,27.29393,-80.35033,NAM,1,280
H348,US_ME_PORTLAND,Portland,43.65737,-70.2589,NAM,1,480
H349,PT_17_PORTO,Porto,41.1485,-8.61097,EMEA,1,680
H350,CZ_52_PRAGUE,Prague,50.08804,14.42076,EMEA,1,680
H351,IT_16_PRATO,Prato,43.8805,11.09699,EMEA,0,480
H352,US_AZ_PRESCOTT_VALLEY,Prescott Valley,34.61002,-112.31572,NAM,0,280
H353,ZA_06_PRETORIA,Pretoria,-25.74486,28.18783,EMEA,1,280
H354,US_UT_PROVO,Provo,40.23384,-111.65853,NAM,0,280
H355,MX_21_PUEBLA,Puebla,19.04778,-98.20723,LATAM,1,480
H356,US_CO_PUEBLO,Pueblo,38.25445,-104.60914,NAM,1,280
H357,CN_25_QINGDAO,Qingdao,36.06488,120.38042,APAC,1,480
H358,CA_10_QUEBEC,Quebec,46.81228,-71.21454,NAM,1,480
H359,CN_02_QUZHOU,Quzhou,28.95944,118.86861,APAC,1,280
H360,US_WI_RACINE,Racine,42.72613,-87.78285,NAM,1,280
H361,US_NC_RALEIGH,Raleigh,35.7721,-78.63861,NAM,0,480
H362,US_SD_RAPID_CITY,Rapid City,44.08054,-103.23101,NAM,1,280
H363,US_CA_REDDING,Redding,40.58654,-122.39168,NAM,1,680
H364,IT_05_REGGIO_NELL_EMILIA,Reggio nell'Emilia,44.69825,10.63125,EMEA,1,280
H365,FR_53_RENNES,Rennes,48.11109,-1.67431,EMEA,0,480
H366,US_NV_RENO,Reno,39.52963,-119.8138,NAM,1,480
H367,US_CA_RIVERSIDE,Riverside,33.95335,-117.39616,NAM,0,280
H368,SA_10_RIYADH,Riyadh,24.68773,46.72185,EMEA,1,480
H369,US_VA_ROANOKE,Roanoke,37.27097,-79.94143,NAM,1,480
H370,US_IL_ROCKFORD,Rockford,42.27113,-89.094,NAM,1,680
H371,US_NC_ROCKY_MOUNT,Rocky Mount,35.93821,-77.79053,NAM,0,480
H372,IT_07_ROME,Rome,41.89193,12.51133,EMEA,1,480
H373,US_GA_ROME,Rome,34.25704,-85.16467,NAM,1,480
H374,DE_12_ROSTOCK,Rostock,54.0887,12.14049,EMEA,1,680
H375,NL_11_ROTTERDAM,Rotterdam,51.9225,4.47917,EMEA,0,480
H376,FR_28_ROUEN,Rouen,49.44313,1.09932,EMEA,1,480
H377,DE_09_SAARBRUECKEN,Saarbruecken,49.23262,7.00982,EMEA,0,480
H378,US_MI_SAGINAW,Saginaw,43.41947,-83.95081,NAM,1,680
H379,US_UT_SAINT_GEORGE,Saint George,37.10415,-113.58412,NAM,1,280
H380,US_MO_SAINT_JOSEPH,Saint Joseph,39.76861,-94.84663,NAM,1,480
H381,RU_66_SAINT_PETERSBURG,Saint Petersburg,59.93863,30.31413,EMEA,1,480
H382,US_MD_SALISBURY,Salisbury,38.36067,-75.59937,NAM,1,480
H383,US_UT_SALT_LAKE_CITY,Salt Lake City,40.76078,-111.89105,NAM,1,280
H384,BR_05_SALVADOR,Salvador,-12.97563,-38.49096,LATAM,0,480
H385,US_TX_SAN_ANGELO,San Angelo,31.46377,-100.43704,NAM,0,680
H386,US_CA_SAN_DIEGO,San Diego,32.71571,-117.16472,NAM,1,280
H387,US_CA_SAN_JOSE,San Jose,37.33939,-121.89496,NAM,0,280
H388,PR_127_SAN_JUAN,San Juan,18.46633,-66.10572,LATAM,1,480
H389,US_CA_SAN_LUIS_OBISPO,San Luis Obispo,35.28275,-120.65962,NAM,0,280
H390,SM_07_SAN_MARINO,San Marino,43.93667,12.44639,EMEA,1,280
H391,ES_59_SAN_SEBASTIAN,San Sebastian,43.31283,-1.97499,EMEA,1,480
H392,CN_09_SANMENXIA,Sanmenxia,34.78081,111.19287,APAC,1,680
H393,CN_07_SANMING,Sanming,26.24861,117.61861,APAC,1,480
H394,US_CA_SANTA_MARIA,Santa Maria,34.95303,-120.43572,NAM,1,280
H395,ES_39_SANTANDER,Santander,43.46589,-3.80493,EMEA,1,480
H396,BR_27_SANTOS,Santos,-23.96083,-46.33361,LATAM,0,280
H397,BR_27_SAO_JOSE_DOS_CAMPOS,Sao Jose dos Campos,-23.17944,-45.88694,LATAM,1,280
H398,BR_27_SAO_PAULO,Sao Paulo,-23.5475,-46.63611,LATAM,0,280
H399,JP_12_SAPPORO,Sapporo,43.06667,141.35,APAC,1,480
H400,US_GA_SAVANNAH,Savannah,32.08354,-81.09983,NAM,1,480
H401,DE_02_SCHWEINFURT,Schweinfurt,50.04937,10.22175,EMEA,0,680
H402,US_PA_SCRANTON,Scranton,41.40916,-75.6649,NAM,1,280
H403,US_WA_SEATTLE,Seattle,47.60621,-122.33207,NAM,0,280
H404,ID_07_SEMARANG,Semarang,-6.99306,110.42083,APAC,1,680
H405,ES_51_SEVILLA,Sevilla,37.38283,-5.97317,EMEA,1,480
H406,CN_23_SHANGHAI,Shanghai,31.22222,121.45806,APAC,0,280
H407,CN_30_SHANTOU,Shantou,23.35489,116.67876,APAC,1,280
H408,CN_02_SHAOXING,Shaoxing,30.00237,120.57864,APAC,1,680
H409,US_WI_SHEBOYGAN,Sheboygan,43.75083,-87.71453,NAM,0,680
H410,GB_ENG_SHEFFIELD,Sheffield,53.38297,-1.4659,EMEA,1,480
H411,CN_19_SHENYANG,Shenyang,41.79222,123.43278,APAC,0,480
H412,US_TX_SHERMAN,Sherman,33.63566,-96.60888,NAM,1,480
H413,CN_21_SHIZUISHAN,Shizuishan,38.98082,106.3892,APAC,0,480
H414,CN_24_SHUOZHOU,Shuozhou,39.31583,112.4225,APAC,1,480
H415,DE_07_SIEGEN,Siegen,50.87481,8.02431,EMEA,1,480
H416,US_IA_SIOUX_CITY,Sioux City,42.49999,-96.40031,NAM,0,480
H417,US_SD_SIOUX_FALLS,Sioux Falls,43.54369,-96.72796,NAM,0,480
H418,BG_42_SOFIA,Sofia,42.69751,23.32415,EMEA,0,680
H419,US_SC_SPARTANBURG,Spartanburg,34.94957,-81.93205,NAM,0,280
H420,US_WA_SPOKANE,Spokane,47.65966,-117.42908,NAM,1,480
H421,US_IL_SPRINGFIELD,Springfield,39.80172,-89.64371,NAM,1,680
H422,US_MO_SPRINGFIELD,Springfield,37.21533,-93.29824,NAM,0,480
H423,US_MO_ST_LOUIS,St. Louis,38.62727,-90.19789,NAM,1,280
H424,US_CA_STOCKTON,Stockton,37.9577,-121.29078,NAM,1,280
H425,FR_44_STRASBOURG,Strasbourg,48.58392,7.74553,EMEA,1,480
H426,DE_01_STUTTGART,Stuttgart,48.78232,9.17702,EMEA,1,280
H427,ID_08_SURABAYA,Surabaya,-7.24917,112.75083,APAC,1,280
H428,US_NY_SYRACUSE,Syracuse,43.04812,-76.14742,NAM,0,480
H429,PL_87_SZCZECIN,Szczecin,53.42894,14.55302,EMEA,0,480
H430,TW_04_TAICHUNG,Taichung,24.1469,120.6839,APAC,0,480
H431,CN_24_TAIYUAN,Taiyuan,37.86944,112.56028,APAC,1,480
H432,CN_02_TAIZHOU,Taizhou,28.66266,121.43312,APAC,1,280
H433,US_FL_TALLAHASSEE,Tallahassee,30.43826,-84.28073,NAM,0,280
H434,US_FL_TAMPA,Tampa,27.94752,-82.45843,NAM,0,480
H435,TW_04_TAOYUAN,Taoyuan,24.9896,121.3187,APAC,0,480
H436,IT_13_TARANTO,Taranto,40.46438,17.24707,EMEA,1,280
H437,GE_51_TBILISI,Tbilisi,41.69143,44.83412,EMEA,1,480
H438,US_IN_TERRE_HAUTE,Terre Haute,39.4667,-87.41391,NAM,1,680
H439,US_TX_TEXARKANA,Texarkana,33.42513,-94.04769,NAM,1,480
H440,NL_11_THE_HAGUE,The Hague,52.07667,4.29861,EMEA,1,480
H441,US_FL_THE_VILLAGES,The Villages,28.93408,-81.95994,NAM,1,480
H442,NL_06_TILBURG,Tilburg,51.55551,5.0913,EMEA,1,480
H443,RO_36_TIMISOARA,Timisoara,45.75372,21.22571,EMEA,0,680
H444,US_KS_TOPEKA,Topeka,39.04833,-95.67804,NAM,1,280
H445,CA_08_TORONTO,Toronto,43.70643,-79.39864,NAM,0,480
H446,FR_76_TOULOUSE,Toulouse,43.60426,1.44367,EMEA,1,280
H447,AU_04_TOWNSVILLE,Townsville,-19.26639,146.80569,APAC,1,480
H448,CA_10_TROIS_RIVIERES,Trois-Rivieres,46.34515,-72.5477,NAM,0,480
H449,US_AZ_TUCSON,Tucson,32.22174,-110.92648,NAM,1,480
H450,IT_12_TURIN,Turin,45.07049,7.68682,EMEA,1,280
H451,FI_02_TURKU,Turku,60.45148,22.26869,EMEA,1,480
H452,US_AL_TUSCALOOSA,Tuscaloosa,33.20984,-87.56917,NAM,1,680
H453,US_ID_TWIN_FALLS,Twin Falls,42.56297,-114.46087,NAM,1,280
H454,US_TX_TYLER,Tyler,32.35126,-95.30106,NAM,1,280
H455,DE_01_ULM,Ulm,48.39841,9.99155,EMEA,1,480
H456,SE_21_UPPSALA,Uppsala,59.85882,17.63889,EMEA,1,280
H457,US_NY_UTICA,Utica,43.1009,-75.23266,NAM,1,480
H458,MT_60_VALLETTA,Valletta,35.89968,14.5148,EMEA,1,680
H459,CA_02_VANCOUVER,Vancouver,49.24966,-123.11934,NAM,1,480
H460,AT_09_VIENNA,Vienna,48.20849,16.37208,EMEA,1,480
H461,LT_65_VILNIUS,Vilnius,54.68916,25.2798,EMEA,0,480
H462,US_VA_VIRGINIA_BEACH,Virginia Beach,36.85293,-75.97799,NAM,0,280
H463,IN_02_VISAKHAPATNAM,Visakhapatnam,17.68009,83.20161,APAC,1,280
H464,BR_08_VITORIA,Vitoria,-20.31944,-40.33778,LATAM,0,280
H465,US_TX_WACO,Waco,31.54933,-97.14667,NAM,1,480
H466,US_WI_WAUSAU,Wausau,44.95914,-89.63012,NAM,0,480
H467,CN_25_WEIHAI,Weihai,37.50914,122.11356,APAC,1,680
H468,US_WV_WEIRTON,Weirton,40.41896,-80.58952,NAM,1,280
H469,NZ_G2_WELLINGTON,Wellington,-41.28664,174.77557,APAC,1,280
H470,US_WA_WENATCHEE,Wenatchee,47.42346,-120.31035,NAM,0,480
H471,DE_05_WETZLAR,Wetzlar,50.56109,8.50495,EMEA,1,680
H472,US_WV_WHEELING,Wheeling,40.06396,-80.72091,NAM,1,480
H473,US_KS_WICHITA,Wichita,37.69224,-97.33754,NAM,1,280
H474,US_PA_WILLIAMSPORT,Williamsport,41.24119,-77.00108,NAM,0,280
H475,US_VA_WINCHESTER,Winchester,39.18566,-78.16333,NAM,1,480
H476,CA_03_WINNIPEG,Winnipeg,49.8844,-97.14704,NAM,1,480
H477,US_NC_WINSTON_SALEM,Winston-Salem,36.09986,-80.24422,NAM,0,480
H478,US_MA_WORCESTER,Worcester,42.26259,-71.80229,NAM,0,480
H479,CN_20_WUHAI,Wuhai,39.68442,106.81583,APAC,1,280
H480,CN_07_XIAMEN,Xiamen,24.47979,118.08187,APAC,1,480
H481,CN_20_XILINHOT,Xilinhot,43.93889,116.07021,APAC,1,280
H482,CN_09_XUCHANG,Xuchang,34.03189,113.86299,APAC,1,680
H483,CN_04_XUZHOU,Xuzhou,34.20442,117.28386,APAC,0,280
H484,US_WA_YAKIMA,Yakima,46.60207,-120.5059,NAM,1,280
H485,CN_04_YANCHENG,Yancheng,33.3575,120.1573,APAC,1,280
H486,CN_26_YANGZHOU,Yangzhou,33.22192,107.54267,APAC,1,280
H487,CN_33_YANTAI,Yantai,30.1467,107.3196,APAC,1,480
H488,AM_11_YEREVAN,Yerevan,40.17765,44.5126,EMEA,1,480
H489,CN_03_YINGTAN,Yingtan,28.23333,117.0,APAC,0,480
H490,US_PA_YORK,York,39.9626,-76.72774,NAM,1,480
H491,US_CA_YUBA_CITY,Yuba City,39.14045,-121.61691,NAM,0,680
H492,CN_11_YUEYANG,Yueyang,29.37455,113.09481,APAC,1,680
H493,US_AZ_YUMA,Yuma,32.72532,-114.6244,NAM,1,480
H494,CN_29_YUXI,Yuxi,24.355,102.54222,APAC,0,480
H495,HR_21_ZAGREB,Zagreb,45.81444,15.97798,EMEA,1,680
H496,ES_52_ZARAGOZA,Zaragoza,41.65606,-0.87734,EMEA,1,680
H497,CN_07_ZHANGZHOU,Zhangzhou,24.51333,117.65556,APAC,0,280
H498,CN_04_ZHENJIANG,Zhenjiang,32.21086,119.45508,APAC,0,280
H499,CN_25_ZIBO,Zibo,36.79056,118.06333,APAC,1,680
H500,CH_ZH_ZUERICH,Zuerich,47.36667,8.55,EMEA,1,480
